comment,class
cantora redicula o brasil esta carente de boas musicas,1.0
sera que chega 4 milhoes,0.0
que look e esse meu kiriiidooooo freneticaaa,0.0
ela ja tem um cantinho especial bem la em baixo,0.0
meu deus q clip e esse to de boca aberta,0.0
o de olokinho meu,0.0
so de olhar pra essa mulher me da nojo,1.0
caraca oq ela fez com esse nariz ta muito feio,1.0
essa mulher e completamente desequilibrada,1.0
essa mulher arrasa,0.0
imundicie,1.0
satanico uma ofensa a cultura brasileira,1.0
gay,1.0
sinceramente e dificil para mim gostar de alguem mas pelo menos tenho motivo o racismo nao e motivo para uma pessoa nao gostar de alguem o racismo e apenas uma merda que nem deveria existir,0.0
partiu 1 milhao de inscritos,0.0
maravilhosa,0.0
jogando nitendo ouvino bitus,0.0
somente poesia,0.0
se interna q e mas facio,1.0
taquepariu rindo eternamente,0.0
ameeii a musica e pra quem nao gosto e ta dando deslaikessolamento,0.0
fica de 3,0.0
eu admiro tanto a mulher incrivel,0.0
o youtube n vai mais te dar placa nenhuma,0.0
artista,0.0
manoo vc e muito louco pqp tadinha da placa quero ver fazer quando receber a de,0.0
vc e maravilhosa a que mais gostei foi a dona aranha,0.0
circo dos horrores,1.0
adoreiiii a musica,0.0
parece um trailer de um filme de terror,0.0
ela pode ser milionaria mais n tem classe pra isso por isso as pessoas ficam empondo limites pra ela ja que n sabe ser uma socialite deve ser pelo menos bonita coisa que ela nao e cheia de plastica nariz podreee de feio,1.0
pqp q horrivel,1.0
nossa mano,0.0
passada,0.0
para o senhor destruir tbm a de 1 milhao ee,0.0
que desperdicio de morangos,0.0
luto funk perdeu mais um mc pra lamentavel,0.0
n sei pq o povo manda tanto hate pra esse clipe eu amo ele,0.0
tipo de conteudo que deveria ser vetado vomitativo mulher de verdade que sangra todo mes nao se coloca nessa posicao ultrajante demente,1.0
um suruba de morangos,0.0
a letra e podre mas ganhou a midia objetivo alcancado com sucesso,1.0
flores eu dou pra quem ta morta pra quem ta viva eu dou e piroca,1.0
btf no de 100 mil nao vale mais nada agora quer eh a de 1 milhao,0.0
racista te inveja das pessoas ela so ve uma coisa a cor desgracada devia leva um pau racismo e crime sou branco e nao queria ser branco porcausa dessa mulher ai me envergonho de ser branco devemos lutar contra o racismo desse sistema que nao funciona porisso que queria ter nascido preto porcausa das pessoas branca que fazem merda so merda,1.0
niguem percebe ela esta passando por um momento tanto quanto sus simplesmente ela ta mergulhando no vermelho e vermelho pro satanas lenbra sangue e ela ta fazendo clip voltado para o sexo o clipe ficou meio satanista so eu que percebi parece,1.0
certeza que quando voce tinha seus 10 mil voce lutava pra ganhar essa plaquinha,0.0
ainda consideram isso uma musica,1.0
mais q desgraca e essa mds,1.0
voce e ridiculo nao tem respeito e sinceramente nao merecia estar aqui isso e desrespeito com seus fas isso se voce ainda tiver desrespeito com outros youtubers e principalmente com o youtube tenho realmente pena de voce,1.0
a possuida,1.0
pra quem ta reclamandoa placa e dele e ele faz oque ele quiser,0.0
depois que chegar a 1 m vai querer abrir e querer 10 m,0.0
mulher psicopata vai para o hospicio louca,1.0
esta repreendido em nome demonio da pornografia e sensualidade,1.0
eu acho meio apelativo e tals mas pelo amor de deus o alarde que o povo faz e surreal nunca fizeram sexo nao,0.0
apaga que da tempo,0.0
nova meta 5 milhoes de deslikes sera q conseguimos edit bora galera to confiando,0.0
diz a lenda que se virar esse troco ao contrario vira musica,0.0
mano por isso q te amo seu lindo,0.0
q mulher sem vergonha falando piroca,1.0
e tem doido que ainda segue ela,0.0
pularia pura,1.0
mortaaaaaaa,0.0
sinto muito pelos hates essa musica ta muito boaaaa,0.0
ridiculo isso cara,1.0
essa e a mesma que foi no mais voce,0.0
carai o gordin da vk,1.0
era uma vez placa,0.0
foi so fazer uma novela na que ja se transformou,0.0
que cheiro de rosca queimada,1.0
dragao,1.0
te amo,0.0
que feia,1.0
quer fazer racismo com os outros olha seu nariz de batata sua ridicula ja se olhou no espelho,1.0
que bosta,1.0
meu deus tem crinca vendo,0.0
engracado q o youtube permite um bglh desses e quando um youtuber fala um palavrao vira polemicazinha,0.0
gosto mais esse video e duvidoso,0.0
parece um ritual satanico,1.0
lixoso,1.0
que musica ruim da porra,1.0
nao vai pra cadeia nao ta la de boa no primeiro mundo rica e um bando de retardados do terceiro mundo lambendono rabo de que so querem que o brasil se foda,1.0
deslike,0.0
alem do brasil perde vem essa coisa no meu celular,0.0
isso e uma bixona,1.0
alguem para essa mulher,0.0
caralho tem gente que da tudo de ai por essa placa e tu simplesmente joga fora,0.0
rumo aos 4 milhoes de dislike,0.0
so observo,0.0
ai todos deixam de ser inscritos no canal e voce nao consegue a de um milhao,0.0
ramelo em,0.0
nossa me amarrota que to passada admirava mt,0.0
faz logo o sexo so faltou isso,1.0
na capa o ta que nem homem das caverba,0.0
sdd mc zoi de gato,0.0
cade a ternura da gatinha manhosa cheia de dengo e imaginacao,0.0
mas q bosta e essa,1.0
o pior clipe a pior letra a pior mulher pior figura publica da historia na midia,1.0
que mulher meus amigos que mulher,0.0
assim vc nunca vai chegar em 1m,0.0
essa merda tem 396 mil dislike,1.0
coitado ele achou que se cortasse a placa de 100k a de iria aparecer pra ele voando e peidando arcoiris,0.0
vamo nessa galera,0.0
um flamenguista nao pode fazer uma musica dessas aff,0.0
essa mulher e ridicula,1.0
ninguem pediu ok minha opiniao fds esse clip essa musica uma bosta,1.0
definicao de perfeicao foram atualizadas,0.0
lamentavel,0.0
342 entao tu e uma,0.0
normal,0.0
caralho que tortura assistir isso,1.0
ridiculo esse clipe,1.0
o erro nao e so contigo e desvalorizar o apoio de seus incritos divulgando seu video pra voce encher seu bolso,0.0
socialite mora nos eua e nem sabe falar portugues uma prova disso e em 038 quando ao inves dela dizer submissa ela diz subumissa,0.0
esse negao e bipolar tranza dos dois lados multi funcoes,1.0
o quao inocente eu sou por vir aqui achando q ia ter algo a haver com,0.0
q feia nojenta bom q va presa,1.0
a musica reflete oque o sexo masculino pensam e querem de uma mulhere no final mostra como ela se sente desprotegida e sua intimidade exposta e invadida e nao ter o direito de opinar sobre seu corpo,0.0
meu deus que lixa,1.0
so faltou o satanas ai i principal,1.0
o cara fumou maconha vencida ou ficou louco,0.0
120 ainda bem que ela sabe,0.0
chocado,0.0
geral xingando ela e ela agindo como diva,0.0
entao que dizer que o cu dela vive fedido,1.0
parabens sem preconceito,0.0
tirando o beijo que foi apelacao o resto foi legal,0.0
uma das melhores cantoras do brasil na minha opiniao mas ela ja fez clipes muito melhores que esse acho que ela ta pegando muito pesado na letra e assim deixando suas musicas chata mas nunca iremos negar que suas musicas sao muito boas,0.0
nossa mesmo eu achando seus video legal essa atitude foi muito idiota,1.0
amo demais essa,0.0
essa mulher tem que ir pro ospicio ta maluca,1.0
adorei,0.0
2019 funk gay,0.0
doidoo,0.0
man namoral que burrice o mlk nao pensa oque ele fez para ganhar isso e ele destroi,1.0
boa,0.0
horrivel nada a ver nao precisava disso deste beijo fico triste com essa coisa de estar se expondo,1.0
um grande idiota com o escritos e com o youtube nossa se eu fosse eu fosse escrito nesse canal eu nuca mais ia ver esses videos cara tu e um idiota,1.0
que merda de musica pqp prefiro uma hora ouvindo,1.0
ela fala que as pessoas sao feias mas ela nao se olha no espelho porque ela nao tem um espelho em casa porque ela sabe que se ela tivesse um espelho em casa por mais que ela se olhasse o espelho vai quebrar de tao feia que ela e,1.0
sera o q rolou depois,0.0
vcs tem que entender que ele faz oque ele quiser a placa e dele ele nao quer ficar preso nos 100k ele quer crescer ter um canal grande,0.0
minha mae entrou no quarto e eu coloquei no porno pq era mais facil de explicar,0.0
morango e ela linda de mais,0.0
mdssssssss estou completamente apaixonada parabens,0.0
quando nao resta mais nenhum tipo de dignidade nas pessoas e isso que sobra no final palavras que nao afetam mais a inocencia ou seja musica perfeita para pessoas vazias e sem sentimentos bela musica pro publico alvo rsrs,1.0
parabens para o bale show o restante do conteudo aff,0.0
lixo podre narigao de coxinha tomara q apanha de alguem quando vc tive um filho ou filho ela vai sofre tudo q elas sofrerao,1.0
nos lutando pra ter uma e o outro quebrando,0.0
perfeita,0.0
216 voce parece um cu com caimbra concordo plenamente ela e um resto de placenta,1.0
que desgraca,1.0
i de inspiracao,0.0
arrasou manda o povo do sbt fofocalizando ir da que e isso que estao precisando,0.0
e eu ai tentando ter uma porque vc fez isso tem varios outros youtuber que na minha opiniao era para ta no seu lugar se vc ver os comentarios ate o sr pedro quer uma pra mim o sr pedro era para ta no seu lugar que eu tenho certeza que ele nao faria isso nem ele e nem o frango,0.0
voce tem coragem cara e o primeiro youtuber do mundo a destruir a placa de 100k rapaz sem palavras,0.0
ela ta com uma virose da loucura,0.0
e se ninguem comentace nas live dela ia ser como,0.0
quem ai ta vendo esse video agora,0.0
morre diabooooo,1.0
olha parece sangue talvez seja coisa da minha cabeca mas ficou estranho e mas tem gente que gosta e o que importa ne,0.0
opora esqueci q tinha escrito fodase e vim escrever dnv,0.0
so eu acho que e video sobre violencia assim ela come um morango droga fica toda saf4da pela pessoa e depois ta toda machucada numa cama ensanguentada e como se alguem a drogasse e se aproveitasse dela,0.0
povo chato julga por tudo,0.0
se vcs todos tao reclamando porque vc ls vieram ver o video seus babacas essa e 100 milele quer a de ilhao boa,0.0
isso deve ser excluido da internet imediatamente,0.0
sou critico para funk e essas musicas com bastante palavras de baixo calao que as vezes sao desnecessarias e eu curti essa musica sinceramente de todas as quais as pessoas dao palco e cantam essa e tao fraquinhaeu gostei dela as pessoas somente odeiam e jogam hate em tudo o que ela faz mesmo eu amei esse album continue assim forte,0.0
musica ruim e mentirosa o que relaxa mulher e oferecer hamburguer chocolate guarana essas flores ai relaxa so essa sonsa,0.0
nunca decepciona,0.0
pior que a musica e ela rebolando naquele bloco de carnaval,1.0
q de quero mais pra ontem,0.0
serio cara eu era seu fa agora voce me desiludiu muito pode ter a certeza que nao vou mais assistir o seu canal nem dar mais nenhum like em video algum,0.0
que gay transforma as pessouas,1.0
como quiser pode ficar de tres mas gente ninguem havia me contado q ele era comedor de saci,1.0
meu deus,0.0
forcou o infarto do miocardio,0.0
nao pelo amor de deus proxima erncarnacao nao deus nos livreque nem nasca denovo,0.0
msc horrivel so vai ficar no prejuizo gastou dinheiro atoa com o clipe,1.0
essa mulher e um demonio,1.0
vc e uma bosta e escrota,1.0
vergonha do brasileiro,1.0
pra que fazer isso,0.0
excelente video pra deixar rolando na tv do consultorio de ginecologia talento que se chama ne,0.0
infelizmente oque leva mais rapido ao topo na carreira de artista e essa explosao do nao comum a questao nao e a moralidade a questao e a quantidade de visualizacoes likes e o quanto isso gera de lucro se nao gostam dela repudiam a musica ou se apaixonaram quem liga ela ja ganhou o dela no momento que voces clicaram no video e o mundo virou isso na desculpa de sou so um personagem,0.0
cao chupando manga,1.0
kd escadona,0.0
olha esse nariz todo cagado,1.0
podia colocar o botao do youtube na sua toca,0.0
ta comendo saci nunca vi ficar de 3 pqp,1.0
fala turma boa vai sair um video sobre esse assunto no meu canal cliquem no meu perfil e vamos la contra essa racistaaaaa,1.0
mano vc e trouxa tem pessoas q daria td por uma dessa q ridiculo,1.0
cara nem os canais de idiotices fariam uma coisa dessas tanta gente querendo uma dessa inclusive eu e voce fica a e quebrando um simbolo tao importante pra todos os criadores de conteudo do youtube mesmo voce querendo a de 1 milhao nao tem necessidade de fazer uma coisa dessas,0.0
povo besta,1.0
satanico,1.0
sera que esse cara nao sabe que essa placa e uma conquista um fruto do seu trabalho isso tem muito valor ai o cara vai e faz isso puts isso sim e idiotice,1.0
pensem no quanto seria incrivel o video com mais deslikes no mundo ser brasileiro vamos la glr eu sei q a gnt consegue,0.0
eu acho que essa mulher tem problema mental,1.0
favela que fala show,0.0
q de que isso hein,0.0
mano nem gosto de funk mas achei a batida loka demais o fato dele beijar um cara fodase pior e quem quer cuidar do cu do outro,1.0
eu amei so msm,0.0
nao ligue para as pessoas que reclamam de voce em busca de 1,0.0
meta 4000000 de deslikes,0.0
nao sei qual tem a voz pior,0.0
todas as pessoas que fazem videos sonham com uma placa dessas e o destroi a placa como se nao fosse nada que imbecil,1.0
mano sem preconceito mas,0.0
enquanto tem gente sonhando com essa placa vem vc e quebra pqp cr se eu tivesse eu ia guardar pra sempre msm se eu ganhasse a de tbm pq e uma marca q vai ficar na sua vidae como ir na igreja e queimar a cruz q imbecil cr,1.0
seu demonioooo,1.0
acredito que depois nesse clipe eles foram fazer oque nao poderiam fazer no video pra nao ser banido,0.0
ecaaa,1.0
boa tao bem ua fazer isso,0.0
babuina,1.0
quero hoje vlw falo e fui deixei meu like ja,0.0
ridiculo,1.0
po vei o sonho dos youtubers pequenos e ter uma dessas e sacanagem,0.0
sinceramente o youtube deveria nao te entragar a placa de 1m seu babaca,1.0
e tu oferece agua e comida pra um mendigo hipocrita e voce nojenta hipocrita racista nojenta,1.0
mds ouvi essa musica umas 7 vezes so hjjjjjj,0.0
affs pq fazer isso velho mds,0.0
video ruim nao gostei quem e que merda de video e esse,1.0
